INSTITUTION,EACITY,EASTATE,EASTATECODE,EASTARTYEAR,EASTARTMONTH,EASTARTQUARTER,EASTARTYQ,EATERMINATIONYEAR,EATERMINATIONMONTH,EATERMINATIONQUARTER,EATERMINATIONYQ,EATYPE,CHARTERNUMBER,COMPANYNAME,INDIVIDUAL,LOCATION,AMOUNT,STARTDATE,STARTDOCUMENT,TERMINATIONDATE,TERMINATIONDOCUMENT,DOCKETNUMBER
"First Eastern Bank, N.A.",Wilkes-Barre,Pennsylvania,PA,1992,4,2,19922,1994,6,2,19942,Formal Agreements,30,,,"Wilkes-Barre, PA",0,4/9/1992 12:00:00 AM -04:00,497,6/17/1994 12:00:00 AM -04:00,,
"First Exchange Bank Of Little Rock, National Association",Little Rock,Arkansas,AR,1991,5,2,19912,1992,9,3,19923,Cease & Desist Orders,21691,,,"Little Rock, AR",0,5/22/1991 12:00:00 AM -04:00,281,9/24/1992 12:00:00 AM -04:00,,
First Farmers and Merchants National Bank,Columbia,Tennessee,TN,2002,9,3,20023,2004,4,2,20042,Formal Agreements,14710,,,"Columbia, TN",0,9/3/2002 12:00:00 AM -04:00,2002-75,4/7/2004 12:00:00 AM -04:00,2004-97,
First Federal Bank,Harrison,Arkansas,AR,2013,12,4,20134,,,,,Bank Civil Money Penalties,702721,,,"Harrison, AR",3000,12/10/2013 12:00:00 AM -05:00,2013-195,,,
First Federal Bank,Lexington,Kentucky,KY,2012,10,4,20124,2013,4,2,20132,Cease & Desist Orders,703719,,,"Lexington, KY",0,10/18/2012 12:00:00 AM -04:00,2012-232,4/19/2013 12:00:00 AM -04:00,,AA-EC-12-114
First Federal Bank,Lexington,Kentucky,KY,2011,11,4,20114,2012,10,4,20124,Cease & Desist Orders,703719,,,"Lexington, KY",0,11/14/2011 12:00:00 AM -05:00,2011-169,10/18/2012 12:00:00 AM -04:00,2012-232,AA-EC-11-96
First Federal Bank,Harrison,Arkansas,AR,2010,4,2,20102,2013,1,1,20131,Cease & Desist Orders,702721,,,"Harrison, AR",0,4/14/2010 12:00:00 AM -04:00,WN 10-13,1/15/2013 12:00:00 AM -05:00,2013-115,
First Federal Bank of The Midwest,Defiance,Ohio,OH,2013,4,2,20132,,,,,Bank Civil Money Penalties,704192,,,"Defiance, OH",770,4/22/2013 12:00:00 AM -04:00,2013-044,,,AA-CE-2013-10
First Federal Bank Texas,Tyler,Texas,TX,2012,4,2,20122,,,,,Formal Agreements,704633,,,"Tyler, TX",0,4/5/2012 12:00:00 AM -04:00,2012-102,,,
"First Federal Bank, A FSB",Tuscaloosa,Alabama,AL,2010,11,4,20104,2014,11,4,20144,Formal Agreements,706432,,,"Tuscaloosa, AL",0,11/9/2010 12:00:00 AM -05:00,SA,11/4/2014 12:00:00 AM -05:00,2014-149,
First Federal Community Bank,Paris,Texas,TX,2011,9,3,20113,2013,4,2,20132,Formal Agreements,700100,,,"Paris, TX",0,9/16/2011 12:00:00 AM -04:00,2011-139,4/4/2013 12:00:00 AM -04:00,2013-055,
"First Federal Community Bank, National Association",Dover,Ohio,OH,2015,11,4,20154,,,,,Bank Civil Money Penalties,25025,,,"Dover, OH",1800,11/24/2015 12:00:00 AM -05:00,2015-127,,,AA-CE-2015-74
"First Federal of South Carolina, FSB",Walterboro,South Carolina,SC,2012,7,3,20123,2016,11,4,20164,Formal Agreements,706903,,,"Walterboro, SC",0,7/18/2012 12:00:00 AM -04:00,2012-171,11/28/2016 12:00:00 AM -05:00,2016-118,
First Federal Savings Bank,Ottawa,Illinois,IL,2012,6,2,20122,2014,3,1,20141,Formal Agreements,702631,,,"Ottawa, IL",0,6/8/2012 12:00:00 AM -04:00,2012-137,3/19/2014 12:00:00 AM -04:00,2014-041,
"First Fidelity Bank, N.A., New Jersey",Newark,New Jersey,NJ,1992,1,1,19921,,,,,Bank Civil Money Penalties,1452,,,"Newark, NJ",25000,1/17/1992 12:00:00 AM -05:00,992,,,AA-SCP-92-04
"First Fidelity Bank, N.A., New Jersey",Newark,New Jersey,NJ,1992,1,1,19921,1994,1,1,19941,Securities Enforcement Actions,1452,,,"Newark, NJ",0,1/17/1992 12:00:00 AM -05:00,992,1/11/1994 12:00:00 AM -05:00,,AA-SCP-92-04
"First Fidelity Bank, National Association",Oklahoma City,Oklahoma,OK,2006,3,1,20061,,,,,Bank Civil Money Penalties,17045,,,"Oklahoma City, OK",1000,3/30/2006 12:00:00 AM -05:00,2006-20,,,
"First Fidelity Trust, N.A.",Boca Raton,Florida,FL,1991,4,2,19912,,,,,Bank Civil Money Penalties,17912,,,"Boca Raton, FL",2100,4/29/1991 12:00:00 AM -04:00,552,,,
"First Fidelity Trust, National Association, Florida",Boca Raton,Florida,FL,1991,8,3,19913,,,,,Bank Civil Money Penalties,17912,,,"Boca Raton, FL",3000,8/5/1991 12:00:00 AM -04:00,1011,,,AA-EC-91-122
"First Financial Bank, National Association",Hamilton,Ohio,OH,2015,10,4,20154,,,,,Bank Civil Money Penalties,56,,,"Hamilton, OH",11700,10/2/2015 12:00:00 AM -04:00,2015-103,,,AA-CE-2015-73
"First Florida Bank, National Association",Tampa,Florida,FL,1991,9,3,19913,1993,3,1,19931,Formal Agreements,3497,,,"Tampa, FL",0,9/18/1991 12:00:00 AM -04:00,378,3/19/1993 12:00:00 AM -05:00,,
First FS & LA of Central Illinois,Shelbyville,Illinois,IL,2013,7,3,20133,2015,2,1,20151,Formal Agreements,703812,,,"Shelbyville, IL",0,7/12/2013 12:00:00 AM -04:00,2013-092,2/9/2015 12:00:00 AM -05:00,2015-021,
First FS & LA of Greensburg,Greensburg,Indiana,IN,2014,7,3,20143,2017,3,1,20171,Formal Agreements,704656,,,"Greensburg, IN",0,7/28/2014 12:00:00 AM -04:00,2014-101,3/2/2017 12:00:00 AM -05:00,2017-041,
First FS & LA of Hammond,Hammond,Indiana,IN,2011,1,1,20111,2014,4,2,20142,Formal Agreements,702692,,,"Hammond, IN",0,1/12/2011 12:00:00 AM -05:00,SA,4/1/2014 12:00:00 AM -04:00,,
First FS & LA of Kewanee,Kewanee,Illinois,IL,2012,1,1,20121,2014,9,3,20143,Formal Agreements,703756,,,"Kewanee, IL",0,1/18/2012 12:00:00 AM -05:00,2012-012,9/9/2014 12:00:00 AM -04:00,2014-123,
First FS & LA of Kewanee,Kewanee,Illinois,IL,2010,8,3,20103,2012,1,1,20121,Formal Agreements,703756,,,"Kewanee, IL",0,8/24/2010 12:00:00 AM -04:00,SA,1/23/2012 12:00:00 AM -05:00,2012-014,
First FS & LA of McMinnville,McMinnville,Oregon,OR,2011,11,4,20114,2013,7,3,20133,Formal Agreements,703773,,,"McMinnville, OR",0,11/16/2011 12:00:00 AM -05:00,2011-170,7/9/2013 12:00:00 AM -04:00,2013-100,
First FS&LA of Independence,Independence,Kansas,KS,2012,3,1,20121,2014,10,4,20144,Cease & Desist Orders,700391,,,"Independence, KS",0,3/1/2012 12:00:00 AM -05:00,2012-056,10/24/2014 12:00:00 AM -04:00,2014-151,AA-WE-12-19
First FS&LA of Independence,Independence,Kansas,KS,2010,9,3,20103,2012,3,1,20121,Formal Agreements,700391,,,"Independence, KS",0,9/16/2010 12:00:00 AM -04:00,SA,3/1/2012 12:00:00 AM -05:00,2012-083,
"First Heritage Bank, National Association",Newport Beach,California,CA,2008,6,2,20082,2008,7,3,20083,Cease & Desist Orders,24574,,,"Newport Beach, CA",0,6/4/2008 12:00:00 AM -04:00,2008-054,7/25/2008 12:00:00 AM -04:00,,AA-WE-08-34
First Illinois National Bank,Savanna,Illinois,IL,1999,8,3,19993,2001,2,1,20011,Formal Agreements,13886,,,"Savanna, IL",0,8/30/1999 12:00:00 AM -04:00,99-124,2/26/2001 12:00:00 AM -05:00,2001-16,
First Independence National Bank,Detroit,Michigan,MI,1991,4,2,19912,1998,1,1,19981,Formal Agreements,15801,,,"Detroit, MI",0,4/24/1991 12:00:00 AM -04:00,248,1/16/1998 12:00:00 AM -05:00,Apr-98,
First Independence National Bank Of Detroit,Detroit,Michigan,MI,1992,10,4,19924,1993,5,2,19932,Cease & Desist Orders,15801,,,"Detroit, MI",0,10/7/1992 12:00:00 AM -04:00,834,5/24/1993 12:00:00 AM -04:00,93-198,
"First Integrity Bank, National Association",Staples,Minnesota,MN,2008,1,1,20081,2008,5,2,20082,Cease & Desist Orders,23524,,,"Staples, MN",0,1/31/2008 12:00:00 AM -05:00,2008-006,5/30/2008 12:00:00 AM -04:00,,AA-EC-08-01
First Interstate Bank Of Arizona,Phoenix,Arizona,AZ,1992,1,1,19921,,,,,Securities Enforcement Actions,3728,,,"Phoenix, AZ",0,1/14/1992 12:00:00 AM -05:00,972,,,AA-SCP-92-04
First Interstate Bank Of Des Moines,Des Moines,Iowa,IA,1992,1,1,19921,1993,10,4,19934,Securities Enforcement Actions,13321,,,"Des Moines, IA",0,1/14/1992 12:00:00 AM -05:00,976,10/22/1993 12:00:00 AM -04:00,,AA-SCP-92-04
First Interstate Bank Of Des Moines,Des Moines,Iowa,IA,1991,2,1,19911,1992,12,4,19924,Formal Agreements,13321,,,"Des Moines, IA",0,2/28/1991 12:00:00 AM -05:00,179,12/22/1992 12:00:00 AM -05:00,816,
First Liberty National Bank,Washington,District of Columbia,DC,1993,10,4,19934,1994,7,3,19943,Formal Agreements,18739,,,"Washington, DC",0,10/28/1993 12:00:00 AM -04:00,93-371,7/26/1994 12:00:00 AM -04:00,94-273,
First Liberty National Bank,Washington,District of Columbia,DC,2006,4,2,20062,2006,9,3,20063,Formal Agreements,18739,,,"Washington, DC",0,4/4/2006 12:00:00 AM -04:00,2006-21,9/15/2006 12:00:00 AM -04:00,,
First Liberty National Bank,Washington,District of Columbia,DC,2004,4,2,20042,,,,,Cease & Desist Orders,18739,,,"Washington, DC",0,4/23/2004 12:00:00 AM -04:00,2004-32,,,AA-EC-04-06
First Liberty National Bank,Washington,District of Columbia,DC,1991,12,4,19914,1993,10,4,19934,Formal Agreements,18739,,,"Washington, DC",0,12/11/1991 12:00:00 AM -05:00,425,10/28/1993 12:00:00 AM -04:00,,
"First Midwest Bank, N.A.",Waukegan,Illinois,IL,1991,4,2,19912,1994,3,1,19941,Formal Agreements,16431,,,"Waukegan, IL",0,4/29/1991 12:00:00 AM -04:00,277,3/30/1994 12:00:00 AM -05:00,94-71,
First Missouri National Bank,Brookfield,Missouri,MO,2009,10,4,20094,2011,8,3,20113,Formal Agreements,22706,,,"Brookfield, MO",0,10/22/2009 12:00:00 AM -04:00,2009-174,8/11/2011 12:00:00 AM -04:00,2011-202,
First National Bank,Glen Rose,Texas,TX,2002,2,1,20021,2002,10,4,20024,Formal Agreements,13170,,,"Glen Rose, TX",0,2/21/2002 12:00:00 AM -05:00,2-Sep,10/24/2002 12:00:00 AM -04:00,2002-126,
First National Bank,George West,Texas,TX,2002,1,1,20021,2002,10,4,20024,Formal Agreements,14012,,,"George West, TX",0,1/9/2002 12:00:00 AM -05:00,2-Mar,10/21/2002 12:00:00 AM -04:00,2002-113,
First National Bank,Fairfield,Texas,TX,2000,7,3,20003,2002,8,3,20023,Formal Agreements,12423,,,"Fairfield, TX",0,7/18/2000 12:00:00 AM -04:00,2000-87,8/21/2002 12:00:00 AM -04:00,2002-79,
First National Bank,Sachse,Texas,TX,1992,4,2,19922,1993,11,4,19934,Formal Agreements,18125,,,"Sachse, TX",0,4/28/1992 12:00:00 AM -04:00,528,11/22/1993 12:00:00 AM -05:00,93-304,
First National Bank,Paducah,Texas,TX,1992,4,2,19922,,,,,Bank Civil Money Penalties,10230,,,"Paducah, TX",10000,4/2/1992 12:00:00 AM -05:00,1019,,,AA-SW-92-80
First National Bank,San Diego,California,CA,1992,3,1,19921,1994,10,4,19944,Formal Agreements,17129,,,"San Diego, CA",0,3/27/1992 12:00:00 AM -05:00,700,10/3/1994 12:00:00 AM -04:00,94-161,
First National Bank,Paducah,Texas,TX,1992,2,1,19921,1993,8,3,19933,Cease & Desist Orders,10230,,,"Paducah, TX",0,2/6/1992 12:00:00 AM -05:00,447,8/10/1993 12:00:00 AM -04:00,93-244,
First National Bank,Fairfield,Texas,TX,1991,1,1,19911,1994,7,3,19943,Cease & Desist Orders,12423,,,"Fairfield, TX",0,1/10/1991 12:00:00 AM -05:00,574,7/8/1994 12:00:00 AM -04:00,94-252,
First National Bank,Graford,Texas,TX,1989,9,3,19893,1993,12,4,19934,Cease & Desist Orders,12437,,,"Graford, TX",0,9/13/1989 12:00:00 AM -04:00,3,12/23/1993 12:00:00 AM -05:00,93-340,
First National Bank,Waupaca,Wisconsin,WI,2014,12,4,20144,,,,,Cease & Desist Orders,21610,,,"Waupaca, WI",0,12/17/2014 12:00:00 AM -05:00,2014-161,,,AA-EC-2014-114
First National Bank,Edinburg,Texas,TX,2013,8,3,20133,2013,9,3,20133,Prompt Corrective Action Directives,14124,,,"Edinburg, TX",0,8/30/2013 12:00:00 AM -04:00,2013-104,9/13/2013 12:00:00 AM -04:00,,AA-EC-2013-63
First National Bank,Waupaca,Wisconsin,WI,2013,6,2,20132,2014,12,4,20144,Formal Agreements,21610,,,"Waupaca, WI",0,6/7/2013 12:00:00 AM -04:00,2013-077,12/17/2014 12:00:00 AM -05:00,2014-161,
First National Bank,Camdenton,Missouri,MO,2013,4,2,20132,2016,7,3,20163,Cease & Desist Orders,7853,,,"Camdenton, MO",0,4/26/2013 12:00:00 AM -04:00,2013-057,7/15/2016 12:00:00 AM -04:00,2016-072,
First National Bank,Ronceverte,West Virginia,WV,2012,10,4,20124,2014,7,3,20143,Formal Agreements,13830,,,"Ronceverte, WV",0,10/1/2012 12:00:00 AM -04:00,2012-237,7/10/2014 12:00:00 AM -04:00,2014-108,AA-NE-2012-121
First National Bank,Paducah,Texas,TX,2012,4,2,20122,,,,,Formal Agreements,10230,,,"Paducah, TX",0,4/16/2012 12:00:00 AM -04:00,2012-101,,,
First National Bank,Edinburg,Texas,TX,2012,1,1,20121,2013,9,3,20133,Cease & Desist Orders,14124,,,"Edinburg, TX",0,1/18/2012 12:00:00 AM -05:00,2012-004,9/13/2013 12:00:00 AM -04:00,,AA-EC-12-09
First National Bank,Edinburg,Texas,TX,2011,2,1,20111,2012,1,1,20121,Cease & Desist Orders,14124,,,"Edinburg, TX",0,2/8/2011 12:00:00 AM -05:00,2011-012,1/18/2012 12:00:00 AM -05:00,2012-004,AA-EC-11-22
First National Bank,Camdenton,Missouri,MO,2010,12,4,20104,2013,4,2,20132,Formal Agreements,7853,,,"Camdenton, MO",0,12/20/2010 12:00:00 AM -05:00,2010-263,4/26/2013 12:00:00 AM -04:00,2013-068,
First National Bank,Groesbeck,Texas,TX,2010,8,3,20103,2014,10,4,20144,Formal Agreements,17324,,,"Groesbeck, TX",0,8/24/2010 12:00:00 AM -04:00,2010-194,10/16/2014 12:00:00 AM -04:00,2014-139,
First National Bank,Rosedale,Mississippi,MS,2010,5,2,20102,2010,6,2,20102,Cease & Desist Orders,15851,,,"Rosedale, MS",0,5/12/2010 12:00:00 AM -04:00,2010-102,6/4/2010 12:00:00 AM -04:00,,AA-EC-10-33
First National Bank,Hays,Kansas,KS,2010,1,1,20101,,,,,Formal Agreements,11968,,,"Hays, KS",0,1/27/2010 12:00:00 AM -05:00,2010-052,,,
First National Bank,Savannah,Georgia,GA,2009,9,3,20093,2010,6,2,20102,Cease & Desist Orders,22852,,,"Savannah, GA",0,9/28/2009 12:00:00 AM -04:00,2009-139,6/25/2010 12:00:00 AM -04:00,,AA-EC-09-78
First National Bank,Chisholm,Minnesota,MN,2009,7,3,20093,2010,5,2,20102,Formal Agreements,7647,,,"Chisholm, MN",0,7/23/2009 12:00:00 AM -04:00,2009-109,5/21/2010 12:00:00 AM -04:00,2010-181,
First National Bank,Fort Collins,Colorado,CO,2009,6,2,20092,2010,11,4,20104,Formal Agreements,14146,,,"Fort Collins, CO",0,6/25/2009 12:00:00 AM -04:00,2009-105,11/1/2010 12:00:00 AM -04:00,2010-233,
First National Bank,Goodland,Kansas,KS,2009,6,2,20092,2015,9,3,20153,Cease & Desist Orders,14163,,,"Goodland, KS",0,6/23/2009 12:00:00 AM -04:00,2009-102,9/25/2015 12:00:00 AM -04:00,2015-112,AA-EC-09-23
First National Bank,Hays,Kansas,KS,2008,9,3,20083,2010,1,1,20101,Formal Agreements,11968,,,"Hays, KS",0,9/10/2008 12:00:00 AM -04:00,2008-116,1/28/2010 12:00:00 AM -05:00,2010-064,
First National Bank,Chisholm,Minnesota,MN,2008,7,3,20083,2009,7,3,20093,Formal Agreements,7647,,,"Chisholm, MN",0,7/9/2008 12:00:00 AM -04:00,2008-083,7/23/2009 12:00:00 AM -04:00,2009-113,
First National Bank,Goodland,Kansas,KS,2007,12,4,20074,2009,6,2,20092,Formal Agreements,14163,,,"Goodland, KS",0,12/13/2007 12:00:00 AM -05:00,2007-141,6/23/2009 12:00:00 AM -04:00,2009-102,
First National Bank,Julesburg,Colorado,CO,2006,10,4,20064,2007,11,4,20074,Formal Agreements,8205,,,"Julesburg, CO",0,10/24/2006 12:00:00 AM -04:00,2006-128,11/5/2007 12:00:00 AM -05:00,2007-140,
First National Bank,Fort Collins,Colorado,CO,2006,7,3,20063,2007,9,3,20073,Formal Agreements,14146,,,"Fort Collins, CO",0,7/20/2006 12:00:00 AM -04:00,2006-73,9/25/2007 12:00:00 AM -04:00,2007-118,
First National Bank,Fort Collins,Colorado,CO,2006,6,2,20062,,,,,Bank Civil Money Penalties,14146,,,"Fort Collins, CO",12000,6/19/2006 12:00:00 AM -04:00,2006-124,,,
First National Bank,North Platte,Nebraska,NE,2005,8,3,20053,,,,,Bank Civil Money Penalties,3496,,,"North Platte, NE",54000,8/17/2005 12:00:00 AM -04:00,2005-158,,,
First National Bank,Orrville,Ohio,OH,2005,1,1,20051,,,,,Bank Civil Money Penalties,13742,,,"Orrville, OH",3200,1/10/2005 12:00:00 AM -05:00,5-May,,,AA-EC-04-93
First National Bank,Tarpon Springs,Florida,FL,2002,8,3,20023,2005,1,1,20051,Formal Agreements,20214,,,"Tarpon Springs, FL",0,8/28/2002 12:00:00 AM -04:00,2002-69,1/19/2005 12:00:00 AM -05:00,5-Jul,
